spike	Rngerm.CD.R13.star	Rngerm.CD.R14.star	Rngerm.CD.R15.star	Rngerm.CD.R16.star	Rngerm.HFD.R10.star	Rngerm.HFD.R11.star	Rngerm.HFD.R12.star	Rngerm.HFD.R9.star
spike-in_7.5_0.95_11407	224	194	282	313	656	410	515	408
spike-in_7.5_0.95_11408	203	162	130	275	548	342	317	288
spike-in_7.5_0.95_11409	228	188	244	157	481	308	398	344
spike-in_7.5_0.95_11410	186	176	273	205	605	365	301	403
spike-in_7.5_0.95_11411	129	127	255	235	538	305	308	308
spike-in_7.5_0.95_11412	221	167	241	277	623	336	476	339
spike-in_7.5_0.95_11413	286	243	247	190	648	417	393	402
spike-in_7.5_0.95_11414	141	153	234	234	565	273	360	299
spike-in_7.5_0.95_11415	140	126	235	230	502	303	303	327
spike-in_7.5_0.95_11416	206	220	261	235	676	304	422	370
spike-in_7.5_0.95_11417	142	110	208	210	402	292	382	180
spike-in_7.5_0.95_11418	181	176	318	250	580	458	390	321
spike-in_7.5_0.95_11419	132	134	195	195	448	292	280	262
spike-in_7.5_0.95_11420	67	173	164	120	342	205	252	204
spike-in_7.5_0.95_11421	180	135	240	191	514	312	341	242
spike-in_7.5_0.95_11422	193	104	152	97	422	243	181	220
spike-in_7.5_0.95_11423	221	227	220	216	556	412	319	373
spike-in_7.5_0.95_11424	234	180	306	290	704	415	452	386
spike-in_7.5_0.95_11425	148	164	150	111	418	285	203	200
spike-in_7.5_0.95_11426	190	176	228	134	483	336	288	274
spike-in_7.5_0.95_11427	151	157	193	196	454	230	425	207
spike-in_7.5_0.95_11428	246	218	230	194	613	377	376	382
spike-in_7.5_0.95_11429	168	150	196	158	432	322	233	286
spike-in_7.5_0.95_11430	157	131	229	177	505	250	382	232
spike-in_7.5_0.95_11431	126	100	147	153	400	176	263	182
spike-in_7.5_0.95_11432	294	211	293	190	605	411	488	415
spike-in_7.5_0.95_11433	110	129	194	195	389	289	324	257
spike-in_5.5_3.65_11434	68	32	46	48	828	537	549	544
spike-in_5.5_3.65_11435	30	58	52	66	886	650	586	585
spike-in_5.5_3.65_11436	46	31	21	49	626	400	429	393
spike-in_5.5_3.65_11437	40	48	59	75	1011	575	744	489
spike-in_5.5_3.65_11438	39	22	28	43	631	386	360	365
spike-in_5.5_3.65_11439	39	13	80	45	843	478	509	474
spike-in_5.5_3.65_11440	39	31	27	39	599	396	445	369
spike-in_5.5_3.65_11441	62	31	34	18	577	395	489	369
spike-in_5.5_3.65_11442	56	34	41	39	783	430	494	446
spike-in_5.5_3.65_11443	44	26	40	29	584	373	403	427
spike-in_5.5_3.65_11444	46	39	40	47	692	479	482	504
spike-in_5.5_3.65_11445	41	41	36	81	838	536	653	525
spike-in_5.5_3.65_11446	30	27	51	46	691	499	398	380
spike-in_5.5_3.65_11447	26	29	58	56	823	451	475	371
spike-in_5.5_3.65_11448	30	41	74	55	841	501	592	551
spike-in_5.5_3.65_11449	60	48	80	49	1055	647	701	569
spike-in_5.5_3.65_11450	48	38	41	33	681	403	535	405
spike-in_5.5_3.65_11451	23	20	30	54	600	289	376	364
spike-in_5.5_3.65_11452	49	37	47	53	868	398	494	546
spike-in_5.5_3.65_11453	26	38	58	62	847	499	588	491
spike-in_5.5_3.65_11454	32	21	46	26	518	348	400	323
spike-in_5.5_3.65_11455	48	19	38	35	604	392	506	307
spike-in_5.5_3.65_11456	46	43	64	60	935	608	616	573
spike-in_5.5_3.65_11457	46	30	39	39	693	452	436	458
spike-in_5.5_3.65_11458	40	38	49	78	912	524	648	509
spike-in_5.5_3.65_11459	52	51	89	53	1150	580	781	510
spike-in_5.5_3.65_11460	58	47	53	80	1132	670	711	590
spike-in_5.5_3.65_11461	26	40	39	34	648	409	392	348
spike-in_5.5_3.65_11462	46	30	39	39	654	401	472	432
spike-in_5.5_3.65_11463	33	38	65	54	951	531	592	441
spike-in_5.5_3.65_11464	55	33	54	44	799	485	576	454
spike-in_5.5_3.65_11465	58	14	44	72	875	566	556	483
spike-in_5.5_3.65_11466	66	56	61	41	1000	592	667	575
spike-in_5.5_3.65_11467	42	18	41	35	560	477	458	288
spike-in_5.5_3.65_11468	34	36	62	46	791	461	539	449
spike-in_5.5_3.65_11469	29	27	51	53	643	414	419	534
spike-in_5.5_3.65_11470	40	27	49	65	747	612	466	552
spike-in_5.5_3.65_11471	27	38	24	47	617	314	458	374
spike-in_5.5_3.65_11472	84	56	78	28	1082	635	692	678
spike-in_5.5_3.65_11473	24	32	38	55	627	452	436	426
spike-in_5.5_3.65_11474	49	52	61	61	1022	549	736	527
spike-in_5.5_3.65_11475	43	34	65	59	846	604	646	555
spike-in_11.5_1.05_11476	2304	1907	2746	2041	5857	4017	4829	3712
spike-in_11.5_1.05_11477	3075	2754	3950	2837	9030	5504	6496	4455
spike-in_11.5_1.05_11478	1848	1595	2596	2392	5076	4913	4368	3138
spike-in_11.5_1.05_11479	4361	3367	4286	3704	9439	8343	7535	6468
spike-in_11.5_1.05_11480	1792	1614	2890	3378	7039	4353	4338	4389
spike-in_11.5_1.05_11481	1882	1709	2926	2973	6699	4270	4546	4383
spike-in_11.5_1.05_11482	2888	2951	4484	3590	10259	6083	7571	5317
spike-in_11.5_1.05_11483	1881	1786	2570	2390	6462	3483	4623	3441
spike-in_11.5_1.05_11484	4549	3249	4629	3886	11817	7472	7641	7647
spike-in_11.5_1.05_11485	2846	2601	3743	3169	9572	5977	5186	5143
spike-in_11.5_1.05_11486	2828	2434	3471	3060	7911	5331	5023	5483
spike-in_11.5_1.05_11487	2399	2156	3178	2603	7383	4867	4842	4640
spike-in_11.5_1.05_11488	2167	2055	3370	2766	7151	4699	4848	4665
spike-in_11.5_1.05_11489	1901	1485	2586	2349	5826	3623	4025	3616
spike-in_11.5_1.05_11490	2498	2424	3712	2586	7549	4919	5094	4944
spike-in_11.5_1.05_11491	2378	2062	2271	1712	5478	4170	4477	3084
spike-in_11.5_1.05_11492	2311	1834	2674	2077	5989	4260	4542	3360
spike-in_11.5_1.05_11493	3740	3786	4671	3704	10686	8066	7939	6410
spike-in_11.5_1.05_11494	2278	1995	3182	2990	7219	4785	4787	4590
spike-in_11.5_1.05_11495	2713	2586	4338	3712	9673	6255	6450	6012
spike-in_11.5_1.05_11496	3531	2919	4185	3300	8421	7677	7366	5072
spike-in_11.5_1.05_11497	1889	1749	2834	2419	6373	4424	3985	4173
spike-in_11.5_1.05_11498	2280	1791	2811	2161	6464	4383	4248	3995
spike-in_8.5_0.55_11499	559	442	463	339	841	602	603	520
spike-in_8.5_0.55_11500	287	282	364	374	648	401	454	373
spike-in_8.5_0.55_11501	230	382	487	410	795	467	549	459
spike-in_8.5_0.55_11502	375	368	569	433	795	536	590	583
spike-in_8.5_0.55_11503	362	323	427	431	813	411	623	420
spike-in_8.5_0.55_11504	278	288	325	323	613	377	376	382
spike-in_8.5_0.55_11505	357	268	415	410	637	332	589	495
spike-in_8.5_0.55_11506	216	198	356	332	578	408	350	298
spike-in_8.5_0.55_11507	383	192	273	242	502	385	286	379
spike-in_8.5_0.55_11508	452	342	412	316	673	524	547	518
spike-in_8.5_0.55_11509	224	191	297	348	516	367	371	263
spike-in_8.5_0.55_11510	332	325	520	625	780	618	637	562
spike-in_8.5_0.55_11511	410	320	558	547	1028	564	482	644
spike-in_8.5_0.55_11512	528	444	538	314	979	493	728	539
spike-in_8.5_0.55_11513	390	349	632	562	1011	618	598	609
spike-in_8.5_0.55_11514	542	357	549	424	942	565	582	686
spike-in_8.5_0.55_11515	223	172	405	294	521	322	437	318
spike-in_8.5_0.55_11516	292	250	368	314	686	334	433	394
spike-in_8.5_0.55_11517	299	265	420	394	550	561	529	320
spike-in_8.5_0.55_11518	318	340	633	596	1015	529	659	587
spike-in_8.5_0.55_11519	525	522	536	392	1052	590	744	567
spike-in_8.5_0.55_11520	383	306	404	465	779	517	542	457
spike-in_8.5_0.55_11521	331	324	478	380	655	512	617	401
spike-in_8.5_0.55_11522	262	269	378	356	628	418	415	390
spike-in_8.5_0.55_11523	275	280	334	247	602	314	366	355
spike-in_8.5_0.55_11524	275	226	403	383	587	396	442	466
spike-in_8.5_0.55_11525	246	244	579	525	643	429	401	786
spike-in_8.5_0.55_11526	262	163	458	378	608	365	493	398
spike-in_8.5_0.55_11527	278	272	480	424	798	469	480	417
spike-in_8.5_0.55_11528	436	387	646	561	1124	615	797	528
spike-in_8.5_0.55_11529	422	354	348	215	690	368	479	404
spike-in_8.5_0.55_11530	362	272	339	326	617	441	419	399
spike-in_8.5_0.55_11531	442	401	546	552	1020	593	590	574
spike-in_8.5_0.55_11532	293	244	296	202	522	304	393	270
spike-in_8.5_0.55_11533	266	245	365	401	608	425	525	378
spike-in_8.5_0.55_11534	422	354	348	215	643	414	419	534
spike-in_8.5_0.55_11535	289	280	467	355	693	320	706	317
spike-in_8.5_0.55_11536	299	265	420	394	709	466	439	434
spike-in_8.5_0.55_11537	326	268	524	443	783	498	516	500
spike-in_8.5_0.55_11538	284	263	320	208	609	289	401	279
spike-in_6.5_3.85_11539	87	83	157	99	2171	1361	1442	1309
spike-in_6.5_3.85_11540	75	81	83	127	1961	1166	1367	775
spike-in_6.5_3.85_11541	106	75	150	120	2214	1445	1525	1216
spike-in_6.5_3.85_11542	87	68	84	242	2288	1648	1521	1579
spike-in_6.5_3.85_11543	53	46	99	100	1700	777	1035	842
spike-in_6.5_3.85_11544	75	74	139	178	2429	1476	1533	1406
spike-in_6.5_3.85_11545	48	46	88	99	1534	779	1027	772
spike-in_6.5_3.85_11546	53	64	68	68	1261	783	876	703
spike-in_6.5_3.85_11547	83	60	91	82	1656	1156	965	927
spike-in_6.5_3.85_11548	50	50	119	60	1465	899	889	956
spike-in_6.5_3.85_11549	61	37	67	90	1336	725	737	824
spike-in_6.5_3.85_11550	74	69	107	128	1797	1250	1294	1101
spike-in_6.5_3.85_11551	59	42	110	79	1270	1060	745	1043
spike-in_6.5_3.85_11552	99	80	132	186	2086	1658	1931	1336
spike-in_6.5_3.85_11553	72	63	95	31	1161	845	804	900
spike-in_6.5_3.85_11554	106	86	73	124	2327	1061	1569	901
spike-in_6.5_3.85_11555	106	106	140	104	2385	1494	1367	1312
spike-in_6.5_3.85_11556	75	67	81	89	1524	992	1022	939
spike-in_6.5_3.85_11557	43	54	83	110	1576	763	1121	734
spike-in_6.5_3.85_11558	59	56	59	93	1426	759	1064	645
spike-in_6.5_3.85_11559	84	63	116	108	1941	1081	1370	1187
spike-in_6.5_3.85_11560	80	63	107	90	1665	1059	1031	1070
spike-in_6.5_3.85_11561	62	83	78	82	1383	1173	1104	942
spike-in_6.5_3.85_11562	117	88	147	108	2453	1474	1548	1370
spike-in_6.5_3.85_11563	66	60	94	76	1339	1121	1032	926
spike-in_6.5_3.85_11564	93	65	152	114	2126	1417	1504	1229
spike-in_6.5_3.85_11565	97	106	119	162	2564	1542	1782	1243
spike-in_6.5_3.85_11566	79	78	98	98	1592	1140	1276	986
spike-in_6.5_3.85_11567	74	38	68	73	1129	841	760	890
spike-in_6.5_3.85_11568	130	53	158	152	2491	1551	1783	1277
spike-in_6.5_3.85_11569	149	113	124	116	2558	1646	1626	1555
spike-in_6.5_3.85_11570	103	90	103	60	1695	1149	1168	1014
spike-in_6.5_3.85_11571	88	74	97	48	1441	1073	985	849
spike-in_6.5_3.85_11572	124	128	102	91	2210	1425	1498	1396
spike-in_6.5_3.85_11573	89	63	80	81	1490	994	968	1053
spike-in_6.5_3.85_11574	136	54	141	143	2242	1620	1502	1415
spike-in_6.5_3.85_11575	51	66	60	84	1387	841	945	725
spike-in_6.5_3.85_11576	54	62	71	78	1198	910	849	808
spike-in_9.5_2.95_11577	426	392	659	809	5572	3966	4109	3517
spike-in_9.5_2.95_11578	617	612	968	1082	7213	6912	7386	4728
spike-in_9.5_2.95_11579	738	682	766	601	7221	4602	5484	3829
spike-in_9.5_2.95_11580	857	946	868	485	7812	5411	5901	4530
spike-in_9.5_2.95_11581	430	424	743	745	5178	4565	4698	3325
spike-in_9.5_2.95_11582	503	500	656	597	5089	4430	3908	3622
spike-in_9.5_2.95_11583	503	463	745	769	7004	4165	5029	3216
spike-in_9.5_2.95_11584	524	442	669	656	6293	3984	3967	3931
spike-in_9.5_2.95_11585	828	687	1047	1008	9213	6400	5660	5700
spike-in_9.5_2.95_11586	687	625	1006	954	8602	5562	6481	4917
spike-in_9.5_2.95_11587	425	421	688	552	5603	3166	3881	3042
spike-in_9.5_2.95_11588	678	612	942	682	7642	4683	5201	4945
spike-in_9.5_2.95_11589	578	609	761	667	6776	4736	4523	4596
spike-in_9.5_2.95_11590	810	739	1104	1025	9482	6561	5887	6289
spike-in_9.5_2.95_11591	463	467	748	820	6513	4624	4395	4173
spike-in_9.5_2.95_11592	621	517	690	530	5511	4584	4609	3110
spike-in_9.5_2.95_11593	598	566	915	931	6997	5854	6486	4007
spike-in_9.5_2.95_11594	614	522	854	623	6924	4431	4844	4359
spike-in_9.5_2.95_11595	484	457	698	673	5492	4508	4479	2886
spike-in_9.5_2.95_11596	646	597	768	829	7642	4683	5201	4945
spike-in_7.5_4.85_11597	128	111	197	207	6495	3931	4450	3941
spike-in_7.5_4.85_11598	199	191	157	101	6493	4143	4252	4325
spike-in_7.5_4.85_11599	246	203	265	179	9250	5275	5962	5608
spike-in_7.5_4.85_11600	288	204	295	218	9914	5977	6765	5916
spike-in_7.5_4.85_11601	188	138	303	275	9389	4954	6675	4928
spike-in_7.5_4.85_11602	228	201	355	158	9659	5933	6878	5688
spike-in_7.5_4.85_11603	151	157	193	196	6650	4693	4790	4383
spike-in_7.5_4.85_11604	239	181	170	69	6373	4111	4427	3751
spike-in_7.5_4.85_11605	158	128	189	196	7371	4056	5035	3509
spike-in_7.5_4.85_11606	249	197	244	248	9106	6291	6168	6112
spike-in_7.5_4.85_11607	253	193	280	257	9800	5921	6762	5335
spike-in_7.5_4.85_11608	118	113	183	161	6051	3346	3988	3239
spike-in_7.5_4.85_11609	146	119	137	128	5210	3553	3681	3384
spike-in_7.5_4.85_11610	208	134	230	190	7464	4803	5043	4663
spike-in_7.5_4.85_11611	119	97	158	153	5130	3310	3424	3191
spike-in_7.5_4.85_11612	224	194	282	313	9890	6188	5985	6505
spike-in_7.5_4.85_11613	125	111	161	140	5158	3641	3408	3299
spike-in_7.5_4.85_11614	171	167	243	254	7756	5343	5281	5487
spike-in_7.5_4.85_11615	162	122	173	184	5918	4305	3838	4058
spike-in_7.5_4.85_11616	236	209	280	203	8306	6454	6467	5424
spike-in_7.5_4.85_11617	118	132	186	232	5833	5220	4672	3240
spike-in_7.5_4.85_11618	133	108	220	248	6574	4551	4744	4087
spike-in_7.5_4.85_11619	85	105	231	148	5738	3721	3985	3578
spike-in_7.5_4.85_11620	181	157	267	324	9260	5904	6213	5896
spike-in_7.5_4.85_11621	222	166	322	262	9581	6245	6705	6093
spike-in_7.5_4.85_11622	210	204	336	218	8697	6679	7135	4676
spike-in_7.5_4.85_11623	124	126	108	220	6064	3366	3910	3856
spike-in_7.5_4.85_11624	99	81	166	175	5179	3678	3376	2806
spike-in_7.5_4.85_11625	146	119	137	128	5349	3632	3376	3356
spike-in_7.5_4.85_11626	167	127	173	160	5300	4639	4440	3280
spike-in_6.5_1.05_11627	91	58	58	56	199	111	120	128
spike-in_6.5_1.05_11628	68	76	103	70	244	128	129	142
spike-in_6.5_1.05_11629	70	65	124	105	323	188	118	139
spike-in_6.5_1.05_11630	78	77	99	156	274	203	228	175
spike-in_6.5_1.05_11631	53	50	89	61	153	110	131	141
spike-in_6.5_1.05_11632	72	44	82	75	208	125	122	111
spike-in_6.5_1.05_11633	103	104	134	97	290	259	224	133
spike-in_6.5_1.05_11634	66	53	107	94	279	126	242	35
spike-in_6.5_1.05_11635	75	79	130	66	321	184	90	122
spike-in_6.5_1.05_11636	83	82	117	64	248	163	161	136
spike-in_6.5_1.05_11637	60	63	132	114	180	198	197	210
spike-in_6.5_1.05_11638	47	71	61	95	200	116	131	106
spike-in_6.5_1.05_11639	75	73	118	106	296	170	173	162
spike-in_6.5_1.05_11640	70	78	119	94	221	172	182	169
spike-in_6.5_1.05_11641	57	82	95	142	272	198	179	138
spike-in_6.5_1.05_11642	108	54	94	67	213	164	148	171
spike-in_6.5_1.05_11643	73	44	78	107	244	128	129	142
spike-in_6.5_1.05_11644	63	72	95	88	225	144	183	104
spike-in_6.5_1.05_11645	41	71	71	79	158	161	122	114
spike-in_6.5_1.05_11646	106	73	70	82	227	150	167	156
spike-in_6.5_1.05_11647	130	53	158	152	321	242	231	199
spike-in_6.5_1.05_11648	59	68	105	79	262	115	151	112
spike-in_6.5_1.05_11649	92	50	72	66	181	128	121	135
spike-in_6.5_1.05_11650	112	79	131	95	314	206	188	147
spike-in_6.5_1.05_11651	86	57	130	165	325	207	180	204
spike-in_6.5_1.05_11652	92	93	87	65	231	170	164	128
spike-in_6.5_1.05_11653	50	50	119	60	201	136	137	105
spike-in_6.5_1.05_11654	77	98	102	86	265	169	193	149
spike-in_6.5_1.05_11655	123	88	118	136	362	180	227	178
spike-in_6.5_1.05_11656	84	74	90	69	230	124	139	149
spike-in_6.5_1.05_11657	64	57	92	125	253	160	153	140
spike-in_6.5_1.05_11658	49	42	81	83	166	93	149	118
spike-in_6.5_1.05_11659	76	55	100	94	277	147	142	126
spike-in_6.5_1.05_11660	67	56	60	98	171	134	128	149
spike-in_6.5_1.05_11661	98	78	84	143	291	178	185	172
spike-in_6.5_1.05_11662	80	71	94	52	198	81	217	105
spike-in_6.5_1.05_11663	71	100	94	116	265	179	171	158
spike-in_6.5_1.05_11664	69	73	80	74	204	147	120	139
spike-in_6.5_1.05_11665	118	106	141	102	285	206	228	228
spike-in_10.5_2.55_11666	2149	2176	2009	977	14620	9435	10230	8963
spike-in_10.5_2.55_11667	938	757	1282	1194	8225	5266	5828	4917
spike-in_10.5_2.55_11668	1368	1185	1936	1661	11894	8257	8277	7323
spike-in_10.5_2.55_11669	1919	1750	2320	2124	17593	8813	13008	9397
spike-in_10.5_2.55_11670	1086	1082	1350	1128	9201	5917	6109	5738
spike-in_10.5_2.55_11671	1246	1110	1443	799	9153	5598	6146	5993
spike-in_10.5_2.55_11672	1386	1095	2128	1586	10780	8351	9178	7228
spike-in_10.5_2.55_11673	1478	1384	2234	2065	14016	9230	10153	8360
spike-in_10.5_2.55_11674	1027	930	1547	1388	9468	6861	5932	6542
spike-in_10.5_2.55_11675	1886	1497	1972	1575	12808	10181	10278	8170
spike-in_10.5_2.55_11676	1121	934	1195	951	8691	5668	6607	4346
spike-in_10.5_2.55_11677	2088	1744	2374	1460	13171	11899	11879	8003
spike-in_10.5_2.55_11678	1055	1079	1704	1538	9661	8060	7898	6287
spike-in_10.5_2.55_11679	1091	976	1885	1638	10971	7125	7364	7237
spike-in_10.5_2.55_11680	937	812	1354	1347	9418	5132	7254	4061
spike-in_10.5_2.55_11681	1029	926	1340	831	7822	5667	5768	4695
spike-in_10.5_2.55_11682	1369	1323	1937	1527	12452	8054	9410	7123
spike-in_10.5_2.55_11683	995	883	1504	1280	9233	5937	6625	5966
spike-in_10.5_2.55_11684	1133	1059	1605	1309	10227	6552	7374	6249
spike-in_10.5_2.55_11685	1318	1122	1977	2383	13212	9157	9249	8818
spike-in_10.5_2.55_11686	1546	1140	1217	835	9201	5917	6109	5738
spike-in_10.5_2.55_11687	1233	1098	1476	1166	9005	6587	6817	5766
spike-in_12.5_0.95_11688	3698	3420	5747	6169	12124	8486	8248	7428
spike-in_12.5_0.95_11689	4128	3627	5714	5010	9873	9372	9784	6453
spike-in_12.5_0.95_11690	6520	5795	7694	4260	14343	12027	11335	8834
spike-in_12.5_0.95_11691	5378	4958	8647	7866	17600	11636	11920	11010
spike-in_12.5_0.95_11692	6168	5396	8716	7726	19638	11387	13287	11380
spike-in_12.5_0.95_11693	6751	5880	8478	5881	18118	11315	12430	11012
spike-in_12.5_0.95_11694	5266	4659	7608	6925	14267	13343	11744	7705
spike-in_12.5_0.95_11695	6893	6304	7207	4254	16071	10685	10409	9872
spike-in_12.5_0.95_11696	6827	5841	9470	6865	18970	12499	12320	12725
spike-in_12.5_0.95_11697	3598	2997	5552	4800	10935	7322	7808	6639
spike-in_12.5_0.95_11698	4001	3547	5599	4828	11611	7159	7597	7313
spike-in_12.5_0.95_11699	6030	5354	8546	6390	17015	10784	12179	9971
spike-in_12.5_0.95_11700	4644	4046	6538	5409	13213	9310	8430	8824
spike-in_12.5_0.95_11701	6008	4465	5715	4444	14292	8230	10481	7094
spike-in_12.5_0.95_11702	5910	5308	8751	7424	16849	12797	12342	11480
spike-in_7.5_4.45_11703	201	139	210	215	5938	3523	4102	3171
spike-in_7.5_4.45_11704	204	156	183	117	5274	2943	3311	3167
spike-in_7.5_4.45_11705	125	143	155	90	3653	2458	2756	2074
spike-in_7.5_4.45_11706	106	131	198	209	5114	3005	3264	3113
spike-in_7.5_4.45_11707	164	158	242	332	6740	4014	4309	4015
spike-in_7.5_4.45_11708	136	181	263	243	6256	3512	4792	3081
spike-in_7.5_4.45_11709	171	137	207	155	4715	3404	3681	2608
spike-in_7.5_4.45_11710	158	207	252	254	6529	4543	4796	3764
spike-in_7.5_4.45_11711	185	163	198	225	5478	4170	4477	3084
spike-in_7.5_4.45_11712	288	264	259	165	7457	4798	4547	4830
spike-in_7.5_4.45_11713	201	149	316	281	7269	4613	4638	4729
spike-in_7.5_4.45_11714	177	141	188	215	5614	3382	3771	2904
spike-in_7.5_4.45_11715	140	126	197	156	4172	3630	3428	2337
spike-in_7.5_4.45_11716	201	155	235	199	6008	3847	4236	3803
spike-in_7.5_4.45_11717	127	166	150	202	5032	3052	3301	3124
spike-in_7.5_4.45_11718	195	170	265	327	6794	5241	5568	3786
spike-in_7.5_4.45_11719	155	124	247	295	6273	4136	4147	3900
spike-in_7.5_4.45_11720	134	110	213	200	4837	3556	3455	2848
spike-in_7.5_4.45_11721	146	158	189	204	5071	3742	4072	2527
spike-in_7.5_4.45_11722	193	104	152	97	3754	2793	2618	2571
spike-in_7.5_4.45_11723	167	163	217	211	5561	3683	3566	3846
spike-in_7.5_4.45_11724	118	107	167	143	3893	2747	2532	2575
spike-in_7.5_4.45_11725	162	132	124	263	5114	3005	3264	3113
spike-in_7.5_4.45_11726	177	194	234	317	6529	4543	4796	3764
spike-in_7.5_4.45_11727	169	179	209	258	6462	3483	4623	3441
spike-in_7.5_4.45_11728	93	134	131	168	4072	2234	2979	1955
spike-in_7.5_4.45_11729	124	92	201	170	4237	2860	3043	2722
spike-in_7.5_4.45_11730	216	170	264	223	6880	4351	4724	3808
spike-in_7.5_4.45_11731	130	110	162	222	4370	3096	3137	2799
spike-in_7.5_4.45_11732	146	138	224	263	5569	3899	3824	3829
spike-in_7.5_4.45_11733	143	101	174	183	4621	2730	3416	2395
spike-in_7.5_4.45_11734	199	177	222	172	5416	3601	3901	3443
spike-in_7.5_4.45_11735	144	143	173	150	4753	2500	3224	3196
spike-in_7.5_4.45_11736	232	200	278	254	7457	4798	4547	4830
spike-in_7.5_4.45_11737	168	115	278	179	5630	3354	3912	3074
spike-in_7.5_4.45_11738	98	104	144	178	4136	2379	3264	1990
spike-in_7.5_4.45_11739	118	107	167	143	4039	2750	2431	2712
spike-in_7.5_4.45_11740	161	146	182	167	4710	3292	3442	2961
spike-in_7.5_4.45_11741	254	253	279	187	7352	4368	4957	4737
spike-in_7.5_4.45_11742	157	170	226	189	5473	3301	3865	3419
spike-in_7.5_4.45_11743	206	234	208	135	5888	3775	3914	4047
spike-in_7.5_4.45_11744	168	122	187	219	5201	3456	3807	3350
spike-in_7.5_4.45_11745	241	165	290	245	7314	3929	5208	3782
spike-in_7.5_4.45_11746	233	197	302	191	6495	4465	4447	4160
spike-in_7.5_4.45_11747	164	135	122	90	4109	2222	2767	2146
spike-in_10.5_0.55_11748	1055	899	1257	882	2145	1218	1084	1353
spike-in_10.5_0.55_11749	1063	893	1603	1361	2484	1526	1589	1506
spike-in_10.5_0.55_11750	1350	1095	1914	1721	3023	2099	2021	1871
spike-in_10.5_0.55_11751	1974	1409	1677	1530	3180	2277	2385	2031
spike-in_10.5_0.55_11752	1211	1214	1704	1591	2647	2021	2025	1631
spike-in_10.5_0.55_11753	1117	886	1390	1197	2213	1505	1457	1471
spike-in_10.5_0.55_11754	1014	1140	1712	1494	2765	1690	1865	1675
spike-in_10.5_0.55_11755	1386	1095	2128	1586	3014	1936	2040	1826
spike-in_10.5_0.55_11756	1152	1045	1810	1462	2680	1971	1982	1643
spike-in_10.5_0.55_11757	1250	1199	2027	2043	3177	2197	2307	2004
spike-in_10.5_0.55_11758	1529	1254	2040	1555	3088	2000	2118	1832
spike-in_10.5_0.55_11759	1157	917	1622	1197	2427	1657	1399	1460
spike-in_10.5_0.55_11760	1164	1140	1553	1116	2530	1782	1541	1530
spike-in_10.5_0.55_11761	1121	934	1195	951	2289	1351	1425	1169
spike-in_10.5_0.55_11762	1784	1604	2327	1934	3725	2220	2433	2465
spike-in_10.5_0.55_11763	1806	1364	1804	1828	3667	1607	2612	1819
spike-in_10.5_0.55_11764	1813	1351	2417	2052	4369	2135	2900	2108
spike-in_10.5_0.55_11765	1632	1371	2354	1766	3480	2384	2653	1577
spike-in_10.5_0.55_11766	1310	1020	1540	1400	2738	1606	1849	1455
spike-in_10.5_0.55_11767	1082	866	1799	1572	2612	1809	1702	1604
spike-in_10.5_0.55_11768	1282	901	1587	1352	2496	1596	1866	1652
spike-in_10.5_0.55_11769	1385	1206	1847	1680	3238	2108	1913	2012
spike-in_10.5_0.55_11770	1177	1067	1740	2002	2835	2043	1766	1932
spike-in_10.5_0.55_11771	1240	953	1536	1417	2517	1381	1855	1614
spike-in_10.5_0.55_11772	1013	899	1426	1032	2053	1474	1254	1432
spike-in_10.5_0.55_11773	1475	1106	1849	1710	3247	1669	2045	2194
spike-in_10.5_0.55_11774	1097	918	1544	1381	2622	1586	1543	1601
spike-in_10.5_0.55_11775	1241	1182	1863	1600	2868	2045	1825	1956
spike-in_10.5_0.55_11776	890	869	1420	1468	2083	1372	1592	1586
spike-in_10.5_0.55_11777	1382	1249	1810	1454	2868	1894	1965	1747
spike-in_10.5_0.55_11778	1424	1417	2358	1899	3317	2154	2535	2099
spike-in_10.5_0.55_11779	1076	969	1617	1568	2574	1558	1810	1629
spike-in_10.5_0.55_11780	1719	1474	2143	1612	2947	2922	2746	1732
spike-in_10.5_0.55_11781	1210	1119	1876	1260	2767	1663	2015	1476
spike-in_10.5_0.55_11782	1230	1108	1724	1484	3082	1571	2275	1288
spike-in_10.5_0.55_11783	1327	1180	1945	1683	2608	2460	2461	1515
spike-in_10.5_0.55_11784	2057	1787	2505	1729	3901	2715	2898	2474
spike-in_10.5_0.55_11785	1552	1421	2171	1526	2761	2544	2429	1896
spike-in_10.5_0.55_11786	1430	1202	1839	1595	3132	1983	2052	1958
spike-in_10.5_0.55_11787	1252	1380	1393	827	2307	1532	1636	1478
spike-in_10.5_0.55_11788	1096	876	1474	1364	2353	1523	1568	1472
spike-in_10.5_0.55_11789	1317	1130	1495	774	2344	1512	1489	1476
spike-in_10.5_0.55_11790	1681	1606	2637	2024	3946	2545	2522	2475
spike-in_10.5_0.55_11791	1922	1583	2436	2178	4066	2890	2491	2644
spike-in_10.5_0.55_11792	1424	1234	2079	1998	3336	2178	2205	2081
spike-in_10.5_0.55_11793	1259	1117	1828	1547	2845	1870	2064	1806
spike-in_13.5_0.15_11794	10203	8502	12066	11695	15247	12350	12448	8523
spike-in_13.5_0.15_11795	14874	10437	9945	7846	15621	10783	10055	11426
spike-in_13.5_0.15_11796	9584	8553	11577	7265	13212	9157	9249	8818
spike-in_13.5_0.15_11797	10135	9176	15946	13364	19439	11643	12838	11845
